bucket	ids	published	date	section	line	text
?	cdg-2520	cdg-2520:true		聖天使學園 cdg-2520 補完	727	**cdg-2520 標題「聖天使學園」的由來未考證、中文版人物譯名查無**：中文譯名與日文原名《ぱらPAR∀パラダイス》全然不同，**推測「聖天使學園」為遊戲中女子高中的校名**，惟無任何來源可證，正文未寫入此推測。主角日方 credit 作假名「あかね」，**中文版官方譯名查無**（chiuinan 介紹頁無人物名
DECIDE	cdg-2520|cdg-0191|cdg-0191	cdg-2520:true,cdg-0191:true,cdg-0191:true		聖天使學園 cdg-2520 補完	728	**cdg-2520 staff 僅收竹本泉、其餘製作人員查無**：日文維基「竹本泉」條的ゲーム節逐字列「ぱらPAR∀パラダイス（FM TOWNS、Windows）」，可證其角色設計身分（依 staff 收錄範圍③「日本知名人士」收錄，role 比照 cdg-0191 竹井正樹用「角色設計」）。**程式／音樂／劇本等一
?	cdg-2520	cdg-2520:true		聖天使學園 cdg-2520 補完	729	**cdg-2520 未取得的來源／查無項**：MobyGames、murauchi.com、suruga-ya.jp、aucfan 皆回 403／429 未取得；日文維基**無本作獨立條目**；竹本泉 fan blog（takemotoizumi.mangalog.com）的「ぱらPARAパラダイス（PC版）」頁回 
?	cdg-2940	cdg-2940:true	1997-12-12	聖天使學園 cdg-2520 補完	730	**cdg-2940 初戀 補完（`published: false → true`）**：frontmatter 訂正——`developer_region` null → **JP**、`slug` null → **hatsukoi-valentine**、補 alias `初恋ばれんたいん`／`Hatsukoi
EDIT	cdg-2940|cdg-2520|cdg-1068|cdg-3539	cdg-2940:true,cdg-2520:true,cdg-1068:true,cdg-3539:true		聖天使學園 cdg-2520 補完	731	**cdg-2940 year 1999 ＝台灣中文化年、日版原版 1997**：比照 cdg-2520／cdg-1068／cdg-3539 既有慣例記台灣發行年，原版 1997 寫進正文。⚠ 同屬「**代理款 year 究竟記原版年或台灣發行年**」待裁決問題；若裁決改記原版年，本款應改 **1997**。
?	cdg-2940|cdg-0145	cdg-2940:true,cdg-0145:true		聖天使學園 cdg-2520 補完	732	**cdg-2940 `title_aliases` 的 `G1058-初戀` 經查為 Omega 數位典藏碼、非 chiuinan 貨號，故保留**：庫內 **208 款**遊戲帶此形式 alias、其中多款已 published（cdg-0145 更把 cited label 寫成「Omega 數位典藏：G1070
EDIT	cdg-2940|cdg-2941|cdg-2940|cdg-2941|cdg-2941	cdg-2940:true,cdg-2941:true,cdg-2940:true,cdg-2941:true,cdg-2941:true		聖天使學園 cdg-2520 補完	733	**cdg-2940 `series` 維持 null、未建系列頁（決策待複核）**：Family Soft 官方文宣與沿革**均無系列標示**，日文維基亦把《初恋ばれんたいん》(1997) 與《初恋ばれんたいんスペシャル》(1998) 並列於「自社作品」之下、**無系列標題**；且姊妹作性質為**同一款的加強版**（
?	cdg-2940|cdg-2941|cdg-2941	cdg-2940:true,cdg-2941:true,cdg-2941:true	1999-07-16	聖天使學園 cdg-2520 補完	734	**cdg-2940／cdg-2941 姊妹作對應關係：`初戀之白色情人節` ≒ `初恋ばれんたいん スペシャル`（強but未逐字證實）**：日本**查無**任何「初恋ほわいとでー／ホワイトデー」標題（官網沿革全表無此項、搜尋無命中）→「白色情人節」係**台灣行銷改名**。對應關係佐證：①chiuinan flsp 頁
DECIDE	cdg-2940	cdg-2940:true		聖天使學園 cdg-2520 補完	735	**cdg-2940 角色設計者衝突未採、staff 留空**：兩種寫法並存 **八原よしかず** vs **羽原よしかづ**，無可靠來源可裁決（ゲームスタッフwiki 該頁 EUC-JP 亂碼無法取用）；已出版畫集『初恋ばれんたいん イラスト＆イベントデータ集』（ISBN 4881993828）可望裁決，待覆核。依 
?	cdg-2940|cdg-2520	cdg-2940:true,cdg-2520:true	2006-06-13	聖天使學園 cdg-2520 補完	736	**cdg-2940 `adult` 未標（有反面實證）**：DMM GAMES 復刻版（2006-06-13，dlsoft.dmm.com/detail/iapplep_0001/）標示 **全年齢**、brand ファミリーソフト；日文維基載 Family Soft 成人線切給關係企業 **アップルパイ**、本社自
SOURCE	cdg-2940|cdg-2520	cdg-2940:true,cdg-2520:true	1998-10-09	聖天使學園 cdg-2520 補完	737	**cdg-2940 玩法數值面僅單源、未寫入正文**：日文維基／資料站提及「情書投鞋櫃」「對立參數（拉高一項則對應項下降）」「金錢系統」「事件僅在週六依固定行程發生」等機制，**均為單一來源**故正文未採；`genre: LSG` 維持原值，佐證為 chiuinan 逐字「戀愛養成遊戲」＋官方文案「キミの未来をシミュ
?	cdg-2940|cdg-2520	cdg-2940:true,cdg-2520:true		聖天使學園 cdg-2520 補完	738	**cdg-2940 未取得／查無項**：僅 1997 年份的品項有獨立官方產品頁（CDX 列舉確認只有 `his/1997/{para,exc,mad,hatu,parawin}.html`），**スペシャル與 Windows 版皆無官方產品頁**；Windows 版的價格、型號、系統需求查無。**台灣側**的中文版
EDIT	cdg-2941|cdg-2940|cdg-2039|cdg-5143|cdg-0554|cdg-5128|cdg-5128|cdg-2940|cdg-2940|cdg-2941	cdg-2941:true,cdg-2940:true,cdg-2039:true,cdg-5143:true,cdg-0554:false,cdg-5128:true,cdg-5128:true,cdg-2940:true,cdg-2940:true,cdg-2941:true		聖天使學園 cdg-2520 補完	739	**cdg-2941 `series` 主線裁決為 null（撤回 subagent 所設「初戀」）**：補完 agent 單方設 `series: 初戀` 並要求 cdg-2940 同步，主線收斂為兩款一併 null。理由：①庫內「原版＋加強版／重製版」配對先例一律 null（cdg-2039 紅樓夢之十二金釵 ↔ 
SOURCE	cdg-2382	cdg-2382:true		聖天使學園 cdg-2520 補完	740	**cdg-2382 明星之夢 `adult` 未標、證據互相矛盾待查**：refuge.tokyo 的 PC-98 頁掛 NSFW 警告，惟疑為該站**全站通用**成人內容 banner、非本作分級；反證＝PC Watch 1997 冬カタログ規格未載年齡制限、日文維基未標 18禁、且原作移植 PS／Saturn（主
SOURCE	cdg-2382	cdg-2382:true		聖天使學園 cdg-2520 補完	741	**cdg-2382 `license_status: official` 屬推斷、非文件佐證**：依 chiuinan 逐字「由富峰群**中文化並**代理發行」推斷（自行中文化須取得原廠授權），為本條目較弱的一項。另 `developer` 維持 SunSoft：日文維基記**開発＝ゼロシステム、発売元＝サンソフト*
SOURCE	cdg-2541	cdg-2541:true	1999-01-11	聖天使學園 cdg-2520 補完	742	**cdg-2541 聖靈騎士 遊戲橘子代理身分無一手佐證**：僅 chiuinan＋kudgame 兩個同好來源；巴哈姆特該頁「代理廠商」欄**空白**、遊戲橘子官方沿革亦無此作。`publisher_tw` 沿用 catalog 原值未動，正文靠 general ref 支撐。另 `adaptation` 未填——
SOURCE	cdg-2962	cdg-2962:true		聖天使學園 cdg-2520 補完	743	**cdg-2962 創世神話 developer 名稱三說並陳、未挑一方**：`Samson Interactive`（egloos）vs `Samson Core`（HG101）vs `韓國Samson`（chiuinan），frontmatter 保守維持 `Samson`、正文中性並陳各標來源。另「1996 年
DECIDE	cdg-0157|cdg-0158	cdg-0157:true,cdg-0158:true		聖天使學園 cdg-2520 補完	744	**cdg-0157／cdg-0158 七年戰爭 `publisher_tw` 移除「三星電子」（已訂正，記錄病因）**：三星電子為**韓國原版發行商**，schema.md 定義 `publisher_tw` ＝台灣發行/代理商且明文「原廠發行不入 catalog」。病因＝pipeline 把 chiuinan `v
DECIDE	cdg-0157|cdg-0158|cdg-1068|cdg-3486|cdg-2940|cdg-0173|cdg-0752	cdg-0157:true,cdg-0158:true,cdg-1068:true,cdg-3486:true,cdg-2940:true,cdg-0173:true,cdg-0752:true		聖天使學園 cdg-2520 補完	745	**cdg-0157／cdg-0158 year 語意連動**：兩款 `year` 皆為台灣發行年（1998／2001），原版年為 1997／2000-01，已寫進正文與 footnote。⚠ 併入既有「**代理款 year 記原版年或台灣年**」待裁決問題（cdg-1068／cdg-3486／cdg-2940 同）；
SOURCE	cdg-0158	cdg-0158:true		聖天使學園 cdg-2520 補完	746	**cdg-0158 「英雄戰爭」別名存疑、已保留但正文不背書**：영웅전쟁 經查為**首作 1998-01 的增補版**（僅朝鮮/日本兩勢力，無明朝），對不上本作（三勢力、23 關），疑為 chiuinan 誤植。因有來源且助搜尋故保留於 `title_aliases`，正文以 footnote 中性說明兩者為不同產
?	cdg-0158	cdg-0158:true		聖天使學園 cdg-2520 補完	747	**cdg-0158 台灣側一手報導查無**：遊戲橘子 2001 年發行的 GNN／遊戲基地／PTT 報導**全數查無**，台灣發行證據僅 chiuinan＋巴哈「決戰王朝 哈啦板」(bsn=2170)。仍發佈，因原作身分與內容已由多個韓/英文源交叉確認。
SOURCE	cdg-0524|cdg-3823	cdg-0524:true,cdg-3823:true		聖天使學園 cdg-2520 補完	748	**cdg-0524 小秘書Lina `adult` 未標（研究 agent 誤報已擋下）**：agent 兩度回報 kudgame 該文帶「１８禁」標籤，補完 agent 自行驗證後**推翻**——該字串出自 blogspot **全站側欄標籤雲**（`１８禁 (92)`，每頁皆有），該文自身標籤僅 `ＣＧ`／`ＰＣ
SOURCE	cdg-0524	cdg-0524:true		聖天使學園 cdg-2520 補完	749	**cdg-0524 未證實項**：台灣定價／發行月份、中文版是否刪修、Visual Lab 成立年與所在地、SCD2273 出處（chiuinan 介紹頁本身無此碼、來自列表索引）皆查無。日方 Visual Lab 於 1999 年底倒閉，續作與畫集未問世。
?	cdg-3823|cdg-3824	cdg-3823:true,cdg-3824:true		聖天使學園 cdg-2520 補完	750	**cdg-3823／cdg-3824 龍機傳承 slug 由主線對齊為 `ryuuki-denshou-*`**：兩 agent 各自羅馬化造成不一致（`ryuuki-denshou-dragoon` vs `ryuki-denshou-2`），主線統一取 1 代寫法（該寫法有 Internet Archive／Gl
DECIDE	cdg-3823|cdg-3824|cdg-3823|cdg-3825|cdg-3825	cdg-3823:true,cdg-3824:true,cdg-3823:true,cdg-3825:true,cdg-3825:true		聖天使學園 cdg-2520 補完	751	**cdg-3823／cdg-3824 `series` 留 null，待三款齊備後統一處理**：龍機傳承本庫共三款（cdg-3823／3824／cdg-3825 在 B14），主線裁決先不單方補值。⚠ 本傳三款構成**真系列**，與《初戀》那種「本作＋加強版」不同，**應比照《工人物語》建 `content/seri
SOURCE	cdg-3824	cdg-3824:true		聖天使學園 cdg-2520 補完	752	**cdg-3824 研究 agent 捏造 zh-wiki 內容、已擋下**：agent 回報「zh-wiki 2代 infobox 記台灣代理商富峰群資訊」「2代英文副標 Dragoon2 - in The Episode of Holy Sorceress -」「zh-wiki 2代內文描述 SLG 戰棋地圖」，
?	cdg-3824	cdg-3824:true		聖天使學園 cdg-2520 補完	753	**cdg-3824 回報的 `scripts/validate_content.mjs` PLATFORM_TOKENS bug 不存在（主線實查否決）**：agent 稱 `Win9x` 被誤替換成 `"n"`；主線實查第 49 行為 `new Set(["DOS","DOS/V","Apple II","Win3
SOURCE	cdg-3823|cdg-3824	cdg-3823:true,cdg-3824:true		聖天使學園 cdg-2520 補完	754	**cdg-3823 platform_note 維持 `Windows`、cdg-3824 為 `Win9x`（兩款不一致、可覆核）**：2 代原版 1997-06 為 Windows 95 光碟版故訂正為 Win9x；1 代台版 1998 對應日版《竜機伝承プラス》(1997-03 Windows) 但無來源明指世
?	cdg-3278	cdg-3278:true	1997-04-25	聖天使學園 cdg-2520 補完	755	**⚠ 使用者清單「無人島物語R ＝18禁」經三源查證推翻（cdg-3278 未標 adult）**：ja.wp wikitext 中 `=== 無人島物語R ===`（L68–77）與 `=== 無人島物語X ===`（L78–91）為**並列章節**，成人向原句在 L79、主詞是 X：「『R』の路線を**推し進めて
SOURCE	cdg-3278	cdg-3278:true		聖天使學園 cdg-2520 補完	756	**cdg-3278 排除的兩個 adult 偽證（方法論記錄）**：①ja.wp 把 `CERO：Z` 掛在 1998 年 SS 版《R 愛ランド》上——**維基自身的錯誤**（CERO 2002 才成立、Z 級 2006 才設，其 ref 卻是 1998 年《ファミ通》），且該作為台灣未發行的 SS 版、與本條目無
CLOSE	cdg-3279|cdg-3278	cdg-3279:true,cdg-3278:true		聖天使學園 cdg-2520 補完	757	**cdg-3279 正文過度斷言已訂正（主線修正）**：原寫「官方將其定位為『生存生活模擬』」，經 cdg-3278 agent 查 wikitext 證實**無來源使用該詞組**——ja.wp infobox 實為 `ジャンル = シミュレーションゲーム`，「サバイバルライフ」僅為描述用**述語、非類型標籤**。已
SOURCE	cdg-3279	cdg-3279:true	1998-05-28	聖天使學園 cdg-2520 補完	758	**cdg-3279 發行日兩說未決**：ja.wp 1999-04-23 vs 無人島物語 Wiki\*／zh.wp 1999-05-28（後者疑與 Saturn 版《R 〜ふたりのラブラブ愛ランド〜》1998-05-28 混淆）。正文只寫「1999 年」，未採任一日期。
SOURCE	cdg-3277	cdg-3277:true	1997-11-07	聖天使學園 cdg-2520 補完	759	**cdg-3277 正文收錄台灣遊戲史刑案、寫法採保守處置（請複核）**：1996-05 松崗與華義國際爭奪《無人島物語》代理權，據調查局台北市調查處指出，華義總經理涉嫌教唆部屬持槍至松崗總部恐嚇其軟體部經理、松崗事後放棄代理權；1997-11-06 台北地檢署偵辦大補帖案時將華義總經理及部屬約談到案。**主線已實開
SOURCE	cdg-3277	cdg-3277:true	1999-10-28	聖天使學園 cdg-2520 補完	760	**cdg-3277 其他考據**：本作＝1994 PC-9801 初代的**重製**（島嶼地圖與人物以初代為本、角色設計佐藤茂夫、事件畫面全 256 色、操作由指令輸入改滑鼠點選、沿用 3 代關卡制；底本為《電撃王》通巻78号 p.126）；PS 版《漂流記 The reportage beyond the sea》
?	cdg-3825	cdg-3825:true		聖天使學園 cdg-2520 補完	761	**cdg-3825 龍機傳承3 未寫入項**：本作自身玩法／系統細節、台版光碟系統需求查無（ja.wp 第三作段落僅發售資訊＋角色表），正文不臆造；**駿河屋雖可佐證 Win9x 但被 Cloudflare 擋**、無法確認真實頁面標題，依「連結文字須用實際頁面標題」規範捨棄不引，平台改動單由 ja.wikipedi
?	cdg-0923|cdg-5150|cdg-5150	cdg-0923:true,cdg-5150:true,cdg-5150:true	2001-09-14	聖天使學園 cdg-2520 補完	762	**cdg-0923 古神之印：Elder Blaze／Master Blaze「同系列」不成立，推翻 triage 對 cdg-5150 的假定**：兩作確為同一開發商（日本クリエイト；ja.wp 代表製品清單 Windows 欄同列），但**無任何來源稱兩者為系列**，玩法亦不同（本作固定劇情騎士 RPG vs マ
?	cdg-0923	cdg-0923:true		聖天使學園 cdg-2520 補完	763	**cdg-0923 未寫入項**：「業訊」全名查無（業訊科技／資訊／多媒體／國際 全數無登記或報導；3DM 的「国内业讯国际代理发行」可斷句為「業訊國際」或「業訊　國際代理發行」，兩解皆通）→ **維持「業訊」原樣未擴寫**。ja.wp 創辦人名兩源歧異（板倉由次／板倉義嗣），正文改寫為「原 Crystal Soft
?	cdg-1440|cdg-1440|cdg-1441|cdg-5150|cdg-5146|cdg-5147	cdg-1440:true,cdg-1440:true,cdg-1441:true,cdg-5150:true,cdg-5146:true,cdg-5147:false		聖天使學園 cdg-2520 補完	765	**⚠ agent 誤報累計 4→8 起（B15/B16 新增，方法論）**：⑤cdg-1440「本作改編自 Michael Moorcock《Corum》小說」——namu「코룸」是**동음이의어（同音異義）頁**（§1 韓國 ARPG／§2 Moorcock 角色），摘要器把兩節硬併；⑥cdg-1440「韓國銷量 
?	cdg-5148|cdg-0524|cdg-3278	cdg-5148:true,cdg-0524:true,cdg-3278:true		聖天使學園 cdg-2520 補完	766	**⚠ 「側欄標籤雲被誤認為單款分級」已成慣犯陷阱（第 3 起，附可複製的破解法）**：cdg-5148 補完 agent 以 **byte-offset 定位**證明：kudgame 該頁全文「１８禁」僅出現一次、位於 idx 93677 的**側欄標籤雲**（92 篇），距本作分類（idx 71849：`ＣＧ／ＰＣ
DECIDE	cdg-5128|cdg-2351	cdg-5128:true,cdg-2351:true		聖天使學園 cdg-2520 補完	767	**`content/series/龍機傳承.md` 已建、三款補 series（B14 完成）**：比照《工人物語》處理本傳三款真系列。⚠ 順帶發現：**`content/series/工人物語.md` 其實不存在**，但 cdg-5128/5129 掛著 `series: 工人物語`——庫內「有 series 值但
SOURCE	cdg-1068	cdg-1068:true		聖天使學園 cdg-2520 補完	768	**科隆戰記 `publisher_tw: [富峰群, 智冠]` 雙掛查證結案＝正確、非污染（三 agent 獨立同向）**：與 B13《七年戰爭》的 vendor_raw 病灶**不同型**，主線原先的懷疑方向錯誤，記此以免日後重查。證據：①chiuinan 1/2 代逐字「1998年由**富峰群代理並中文化，交由智
?	-	(無id)	1999-11-11	聖天使學園 cdg-2520 補完	769	**科隆戰記代理易主（1/2 代富峰群·智冠 → 3 代/外傳華義）＝真實易主，非更名假象**：若為富峰群 1999-11-11 更名遊戲橘子所致，廠商名應顯示遊戲橘子而非華義。證據到實體層級：3 代更新檔安裝路徑 `C:\Program Files\華義國際\科隆戰記3\Data\Map`、Omega G868 記「
?	cdg-1439|cdg-1442	cdg-1439:true,cdg-1442:true		聖天使學園 cdg-2520 補完	770	**科隆戰記本傳 genre RPG→ARPG 訂正（cdg-1439/1440/1441）**：三源一致——HG101 Quick Info `Genre: Action-RPG`、namu 分類 `액션 RPG`／原文「국산 액션 RPG 시리즈」、chiuinan「採單人／團隊**即時**方式戰鬥」（操作鍵 X=
?	cdg-1440	cdg-1440:true		聖天使學園 cdg-2520 補完	771	**cdg-1440「闇黑帝降臨」用字維持「闇」**：兩個台灣端來源皆作「闇」，其中 Omega 為**實體包裝著錄**（`中文名稱 科隆戰記2-闇黑帝降臨`）；使用者清單的「暗」查無佐證、判為筆誤，**未收為 alias**。
DECIDE	cdg-1442|cdg-1441	cdg-1442:true,cdg-1441:true		聖天使學園 cdg-2520 補完	772	**⚠ cdg-1442 外傳 developer 可能非 Hicom（待查）**：Omega G1202 記作 **eSofnet．華義**，gamemeca 指外傳是「와이즈 하이콤」首作；cdg-1441/1442 現值皆為 `Hicom`。時序上外傳韓版 1999-12 正值 Hicom 更名 eSofnet 
SOURCE	cdg-1439|cdg-1440	cdg-1439:true,cdg-1440:true		聖天使學園 cdg-2520 補完	773	**⚠ cdg-1439 標題去序號提議（未採，記錄理由）**：agent 指 Omega 實體包裝作「**科隆戰記 受咒之地**」（無「1」），依 skill〈系列初代標題不帶序號〉應正名。**主線未採**：系列首作帶序號屬**全庫未正規化課題**（櫻花大戰1、劍俠情緣2、龍機傳承1、七年戰爭1 等同型），單批處理會
DECIDE	cdg-1439|cdg-1440	cdg-1439:true,cdg-1440:true		聖天使學園 cdg-2520 補完	774	**cdg-1439 year 語意（併入既有待裁決）**：原版 1997-04（強證：HG101＋namu 章節標題一致，且與既有 slug `corum-jeoju-badeun-ttang` 吻合）vs 現值 `year: 1998`（台灣發行年，1998-06 上市 NT$740）。⚠ 本系列內部基準亦不一：c
?	cdg-1440|cdg-1441	cdg-1440:true,cdg-1441:true		聖天使學園 cdg-2520 補完	775	**⚠ cdg-1440 排除的一起摘要器幻覺（方法論）**：搜尋摘要稱「本作改編自 Michael Moorcock 的《Corum》小說」——回查原始 HTML 發現 namu「코룸」是**동음이의어（同音異義）頁**：§1 是韓國 ARPG 系列、§2 是 Moorcock 筆下角色，兩者無關，摘要器把兩節硬併。
SOURCE	cdg-1602|cdg-1601|cdg-4524|cdg-1603|cdg-2383	cdg-1602:true,cdg-1601:true,cdg-4524:true,cdg-1603:缺檔,cdg-2383:缺檔		聖天使學園 cdg-2520 補完	776	**cdg-1602 便利商店2：genre LSG→CMS 訂正，並發現同型誤植兩筆待修**：一手來源＝遊戲橘子官網 GAMA STORE 產品頁 Wayback 存檔（agent curl+iconv big5 逐格驗證）逐字「產品名稱：便利商店二／研發公司：遊戲橘子／**發行公司：遊戲橘子**／上市日期：**20
SOURCE	cdg-1602	cdg-1602:true	2000-11-28	聖天使學園 cdg-2520 補完	777	**cdg-1602 上市日兩說**：官網存檔 **2000-11-11** vs 巴哈姆特 ACG(s=1955) **2000-11-28**，正文中性並陳各標 cite。⚠ agent 附帶觀察：11-11 正是富峰群更名遊戲橘子的週年日、官方可能取其象徵性，但屬推測、未寫入。另未寫入項：本作銷量查無（巴哈「台灣
?	cdg-1802|cdg-1804|cdg-0157|cdg-1440	cdg-1802:true,cdg-1804:true,cdg-0157:true,cdg-1440:true		聖天使學園 cdg-2520 補完	778	**既有問題（非 B15 造成）：cdg-1802/cdg-1804 戀愛物語 1/2 代有重複連結**：`npm run check:duplicate-links` 報同一 ja.wikipedia URL（エーベルージュ）同時列於 `references.cited.ja-wikipedia` 與 `extern
?	-	(無id)		聖天使學園 cdg-2520 補完	779	**`content/series/科隆戰記.md` 已建、四款補 series（B15 完成）**：本傳三作＋戰棋外傳構成真系列，比照龍機傳承／工人物語處理。
?	cdg-5146|cdg-5147|cdg-5148	cdg-5146:true,cdg-5147:false,cdg-5148:true		聖天使學園 cdg-2520 補完	780	**⚠ 「循環證據」紅旗（B16 新識別的系統性問題）**：`raw/kudgame-list.txt` 的內容抄自 **kudgame 部落格〈ＰＣ遊戲列表〉**（http://kudgame.blogspot.com/2014/07/pcgamelist.html ）。因此當研究 agent 引用該部落格頁「佐證」
EDIT	cdg-5146|cdg-5121	cdg-5146:true,cdg-5121:false		聖天使學園 cdg-2520 補完	781	**cdg-5146 FBI全民公敵：`publisher_tw: 富峰群` 為循環證據＋有反向脈絡證據（主線裁決保留、待複核）**：①唯一來源是 kudgame 部落格（＝清單出處本身，見上條）、該頁不引任何依據；②三則 1999 年 Usenet 販售帖（tw.bbs.rec.pcgame、tw.bbs.rec.v
SOURCE	cdg-5148|cdg-5146	cdg-5148:true,cdg-5146:true		聖天使學園 cdg-2520 補完	782	**cdg-5148 時空戀人：`publisher_tw: 富峰群` 同屬單一來源（循環，見上）、且已 published: true**：主線判 published 的理由＝正文每句有據（來源＝kudgame **評測頁**，作者持**實體中文版說明書**為第一手，含 38 張實機截圖），`published: f
SOURCE	cdg-5150|cdg-0923	cdg-5150:true,cdg-0923:true	2001-03-29	聖天使學園 cdg-2520 補完	783	**cdg-5150 烈焰奇兵：年份考據修正（推翻前批假定）**：前批（cdg-0923 條）記「マスターブレイズ ＝ 2001-09-14／メディアカイト 發售」，**有誤**——那是 **ULTRA2000 廉價版**（mimora 原文明寫「今回プレイしたのは『ULTRA2000シリーズ』という**廉価版**」）
SOURCE	cdg-0923|cdg-5150	cdg-0923:true,cdg-5150:true		聖天使學園 cdg-2520 補完	784	**Elder Blaze／Master Blaze 關係定案（cdg-0923／cdg-5150 均 series: null）**：mimora 原文（B16 覆核所得，見上）逐字為「**前身**となる作品…ただし、**シリーズではなく、全く別の内容**」，且屬 hearsay 語氣（「そうです」「とのこと」）；V
SOURCE	cdg-3371|cdg-3372	cdg-3371:true,cdg-3372:true	2026-07-16	聖天使學園 cdg-2520 補完	785	**cdg-3371《戰國策》year 1992 vs 1993 兩說**（2026-07-16，B19 附帶發現）：庫內記 `year: 1992`（developer 富進），但中文維基〈戰國策系列〉將首作繫於 **1993**。B19 補完 cdg-3372 時未擅動前作、亦未在正文為首作斷年（原正文「大宇資訊於
DECIDE	cdg-4882	cdg-4882:true	2001-01-15	聖天使學園 cdg-2520 補完	786	**cdg-4882《GOGO美食王》上市日兩說**（2026-07-16）：官方 gogoweb introduce.htm 逐字 `上市日期：2000年2月初`（2001-02 與 2001-12 兩次快照一致）vs 巴哈 s=2223 `台灣發售：2001-01-15`。現取 `year: 2001`（巴哈具體到
SOURCE	cdg-3372	cdg-3372:true	2026-07-16	聖天使學園 cdg-2520 補完	787	**cdg-3372《戰國策2》platform_note 世代不明**（2026-07-16）：來源分歧——GAMA STORE 24.htm 規格表 `作業系統：win95/98` vs 官方 story 頁內文「能啟動windows98/2000中文版的環境」（主線覆驗兩者皆逐字屬實）。現維持 `Windows`
SOURCE	cdg-4391	cdg-4391:true	2026-07-16	聖天使學園 cdg-2520 補完	788	**cdg-4391《斷劍傳說：聖戒風雲》year 1999 vs 2000＋genre RPG vs RSLG**（2026-07-16，game-entry 補完）：Omega thread 5827 記詳細發行資訊 `2000年6月20日、NT$2,099、3CD、Windows`，據此填 `year: 2000
DECIDE	cdg-0302|cdg-0302	cdg-0302:true,cdg-0302:true	2026-07-16	聖天使學園 cdg-2520 補完	789	**cdg-0302《中國象棋》發行商「普威爾」待考**（2026-07-16，F1 補完）：kudgame 清單標【普威爾】，惟 chiuinan ccchess 頁記為吳身潤自行發佈之共享軟體（註冊費 NT$50），未指名商業發行商；web 搜尋亦查無普威爾（Prowin）代理此款之佐證。現 `publisher_
SOURCE	cdg-0251|cdg-0323|cdg-0349|cdg-1153|cdg-1069|cdg-1256|cdg-1257	cdg-0251:缺檔,cdg-0323:缺檔,cdg-0349:缺檔,cdg-1153:缺檔,cdg-1069:缺檔,cdg-1256:缺檔,cdg-1257:缺檔	2026-07-21	收錄範圍待決：伊世紀 Windows 作與同名系列疑義	863	伊世紀的 Windows 作（cdg-0251 三國象棋皇、cdg-0323 中華象棋、cdg-0349 五子爆笑棋、cdg-1153 決戰女優撲克）— 該廠 2002 年仍在產 DOS 遊戲（cdg-1069 女優火車頭、cdg-1256 清涼空當接龍、cdg-1257 清涼美眉撲克，`platform_note: 
DECIDE	cdg-1065|cdg-1066	cdg-1065:false,cdg-1066:false	2026-07-21	收錄範圍待決：伊世紀 Windows 作與同名系列疑義	864	cdg-1065 圓桌武士：紅龍騎士傳說（Cryo, 2001）— catalog 有 cdg-1066／1067 圓桌武士1／2（1990/91, DOS），但開發商不同，可能僅譯名撞名而非系列續作，未查證。暫予保留（2026-07-21）
SOURCE	cdg-1173|cdg-1174	cdg-1173:false,cdg-1174:true	2026-07-21	收錄範圍待決：伊世紀 Windows 作與同名系列疑義	865	cdg-1173 沙丘王子復仇記（Widescreen, 2003）— catalog 有 cdg-1174／1175 沙丘魔堡1／2（1992, DOS），同上，系列關係未查證。暫予保留（2026-07-21）
